pair_index,scene,source_id,target_id,method,num_correspondences,putative_inlier_ratio,rotation_error_deg,translation_error,success,runtime_seconds,mean_hops,best_hops,effective_rank,regeneration_updates,regenerated_correspondences,subsample_seconds,graph_seconds,seed_seconds,search_seconds,refinement_seconds,regeneration_seconds
38,7-scenes-redkitchen,33,1,sagereg_regen,559,0.0017889087656529,155.38406410925916,3.4270993511669507,False,0.2191311019923887,1.7708333333333333,2.0,1.4938333306501888,5.0,3226.0,,,,,,
39,7-scenes-redkitchen,36,1,sagereg_regen,877,0.0068415051311288,68.32329703266869,1.533371108294003,False,0.3189641310091247,1.7916666666666667,2.0,2.058809492889483,6.0,4915.0,,,,,,
40,7-scenes-redkitchen,37,1,sagereg_regen,868,0.0092165898617511,87.06908377576049,1.9411067135062607,False,0.2992727710006875,1.8333333333333333,2.0,1.8506913420073996,6.0,2287.0,,,,,,
41,7-scenes-redkitchen,38,1,sagereg_regen,717,0.0167364016736401,6.010145590192285,0.0832444322963606,True,0.2632766269962303,1.7604166666666667,2.0,2.074151570515692,6.0,4275.0,,,,,,
42,7-scenes-redkitchen,39,1,sagereg_regen,891,0.0617283950617283,4.5502999880989305,0.0802342994402801,True,0.331496236998646,1.8333333333333333,2.0,1.6743186308636648,6.0,4557.0,,,,,,
43,7-scenes-redkitchen,41,1,sagereg_regen,822,0.0583941605839416,2.492674226329349,0.0863623459409806,True,0.2891070179903181,1.8333333333333333,2.0,1.253600148655538,4.0,3688.0,,,,,,
44,7-scenes-redkitchen,42,1,sagereg_regen,698,0.0401146131805157,3.4895123536159205,0.1055971509918513,True,0.2537523830033024,1.7916666666666667,2.0,1.907489397383024,6.0,2782.0,,,,,,
45,7-scenes-redkitchen,43,1,sagereg_regen,607,0.0115321252059308,69.85195124384374,0.1956389989335714,False,0.2327124980074586,1.6875,2.0,1.333869719202527,5.0,3429.0,,,,,,
46,7-scenes-redkitchen,44,1,sagereg_regen,572,0.0227272727272727,5.905847572977127,0.1522561776351014,True,0.2028290750022279,1.8229166666666667,2.0,1.652856710917187,3.0,2045.0,,,,,,
47,7-scenes-redkitchen,45,1,sagereg_regen,512,0.01171875,153.72168285429123,1.090634875511445,False,0.1798083969915751,1.8854166666666667,2.0,1.1818748382612052,5.0,1831.0,,,,,,
48,7-scenes-redkitchen,46,1,sagereg_regen,372,0.0188172043010752,171.9222088382309,3.291123528473058,False,0.1221395309985382,1.6458333333333333,2.0,1.4639767448758187,6.0,1129.0,,,,,,
49,7-scenes-redkitchen,59,1,sagereg_regen,655,0.0015267175572519,93.68325165228822,0.662583869489791,False,0.2272710610050126,1.84375,2.0,1.9539290636664943,2.0,3577.0,,,,,,
50,7-scenes-redkitchen,5,2,sagereg_regen,734,0.0095367847411444,66.10300393696363,2.360129093901502,False,0.2614690479967976,1.75,2.0,1.4605172586698716,6.0,1593.0,,,,,,
51,7-scenes-redkitchen,10,2,sagereg_regen,813,0.035670356703567,3.4897748714951806,0.2184440206563307,True,0.2881577990046935,1.84375,2.0,1.850478713285287,6.0,3299.0,,,,,,
52,7-scenes-redkitchen,15,2,sagereg_regen,520,0.0057692307692307,14.946367118797829,0.807607936954169,False,0.1968590590113308,1.875,2.0,2.0488710333381044,6.0,2446.0,,,,,,
53,7-scenes-redkitchen,26,2,sagereg_regen,869,0.001150747986191,30.07145030324881,1.546326259169125,False,0.311145358995418,1.8229166666666667,2.0,1.9415775067591183,6.0,4269.0,,,,,,
54,7-scenes-redkitchen,32,2,sagereg_regen,486,0.0164609053497942,177.89284643792905,3.660140463546086,False,0.1744554999968386,1.8229166666666667,2.0,1.6343926763332248,5.0,2042.0,,,,,,
55,7-scenes-redkitchen,44,2,sagereg_regen,564,0.0939716312056737,2.8441256161834683,0.0446242180361549,True,0.2129059870057972,1.9375,2.0,2.297110566156468,3.0,2933.0,,,,,,
56,7-scenes-redkitchen,45,2,sagereg_regen,471,0.0658174097664543,2.0896106458524626,0.0316557861704082,True,0.1733981140059768,1.8541666666666667,2.0,2.286270817853587,5.0,2159.0,,,,,,
57,7-scenes-redkitchen,6,3,sagereg_regen,689,0.0145137880986937,74.42312629450477,0.6686305734501492,False,0.2483544200003962,1.78125,2.0,1.5711765657807095,4.0,1523.0,,,,,,
58,7-scenes-redkitchen,7,3,sagereg_regen,660,0.0015151515151515,145.91974807794767,4.955088790743342,False,0.2467918470065342,1.71875,2.0,1.5261059444735865,6.0,2690.0,,,,,,
59,7-scenes-redkitchen,15,3,sagereg_regen,600,0.08,2.391407963320184,0.2524310706420101,True,0.2360221220005769,1.9583333333333333,2.0,1.4969438616687865,5.0,3517.0,,,,,,
60,7-scenes-redkitchen,19,3,sagereg_regen,745,0.0093959731543624,108.52660334302908,2.988351785042036,False,0.2694495309988269,1.6979166666666667,2.0,1.3382274174502324,6.0,1594.0,,,,,,
61,7-scenes-redkitchen,25,3,sagereg_regen,887,0.0056369785794813,16.280642061728134,1.9536122639938471,False,0.3155120560040814,1.8125,2.0,1.6548559099481113,6.0,2308.0,,,,,,
62,7-scenes-redkitchen,31,3,sagereg_regen,518,0.0057915057915057,112.50341229160024,2.524139274134201,False,0.188460933008173,1.7604166666666667,2.0,1.019524415162092,6.0,1908.0,,,,,,
63,7-scenes-redkitchen,32,3,sagereg_regen,501,0.0059880239520958,66.75185818403631,1.6069699832379831,False,0.185885580991453,1.78125,2.0,2.041446577358424,6.0,2243.0,,,,,,
64,7-scenes-redkitchen,36,3,sagereg_regen,943,0.0,97.97106444236805,0.6605163888217752,False,0.3427258920055465,1.8333333333333333,2.0,1.891912463163158,6.0,5536.0,,,,,,
65,7-scenes-redkitchen,37,3,sagereg_regen,913,0.004381161007667,92.8790225558002,0.6437770236694783,False,0.3296208929968998,1.8854166666666667,2.0,2.2658548122368383,5.0,4966.0,,,,,,
66,7-scenes-redkitchen,38,3,sagereg_regen,724,0.0234806629834254,178.31206822035168,3.578529247298391,False,0.2625260350032476,1.8229166666666667,2.0,1.8040775930661528,5.0,2063.0,,,,,,
67,7-scenes-redkitchen,39,3,sagereg_regen,808,0.0111386138613861,15.312781194832676,0.3196857008558258,False,0.2923272819971316,1.6979166666666667,2.0,2.2266259666440598,6.0,2715.0,,,,,,
68,7-scenes-redkitchen,46,3,sagereg_regen,341,0.0234604105571847,137.6542239209022,2.296444734246045,False,0.1245929260039702,1.7395833333333333,2.0,1.430492190163812,6.0,1353.0,,,,,,
69,7-scenes-redkitchen,59,3,sagereg_regen,672,0.0014880952380952,94.33250540987396,0.6645539590144842,False,0.2367631939996499,1.8541666666666667,2.0,1.91194498807052,6.0,2722.0,,,,,,
70,7-scenes-redkitchen,8,4,sagereg_regen,1025,0.024390243902439,4.119902047411283,0.2151635032692407,True,0.3522438689979026,1.7291666666666667,2.0,2.291976097108136,4.0,3557.0,,,,,,
71,7-scenes-redkitchen,16,4,sagereg_regen,878,0.0660592255125284,3.102165634604483,0.0575740416366351,True,0.3093363339939969,1.8958333333333333,2.0,2.255323379829907,3.0,3939.0,,,,,,
72,7-scenes-redkitchen,17,4,sagereg_regen,1052,0.0114068441064638,1.992693167864156,0.0979930337660287,True,0.3540369790061959,1.71875,2.0,1.994114695850989,5.0,4102.0,,,,,,
73,7-scenes-redkitchen,20,4,sagereg_regen,994,0.0432595573440643,2.08234141488563,0.1071028724847424,True,0.3582745530002285,1.71875,2.0,1.5708615422078844,3.0,4247.0,,,,,,
74,7-scenes-redkitchen,21,4,sagereg_regen,1002,0.0069860279441117,154.46970778929034,2.423374692548804,False,0.3640501189947827,1.8229166666666667,2.0,1.663801884553707,6.0,3780.0,,,,,,
75,7-scenes-redkitchen,24,4,sagereg_regen,919,0.0032644178454842,23.36583210370467,0.6716794943678697,False,0.318932121990656,1.7916666666666667,2.0,1.2698949545381726,6.0,3796.0,,,,,,
76,7-scenes-redkitchen,28,4,sagereg_regen,982,0.0061099796334012,90.96951504092884,2.245554580738447,False,0.3569664620008552,1.8229166666666667,2.0,1.4228261109903595,6.0,5962.0,,,,,,
77,7-scenes-redkitchen,29,4,sagereg_regen,783,0.0089399744572158,89.1394638000145,1.7667453148256498,False,0.2953349410017836,1.9166666666666667,2.0,1.9295876545064543,6.0,4851.0,,,,,,
78,7-scenes-redkitchen,35,4,sagereg_regen,967,0.0020682523267838,118.07531786560988,2.3780365543733204,False,0.3347766340011731,1.8125,2.0,1.5284194863140064,6.0,3402.0,,,,,,
